Name,Image,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Catalog,Filename,Internal ID,Unique Entry ID,category
Tex's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn12.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn12,10546,Hboyp3aaRPYnz2oRS,posters
Tia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp10.png,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp10,10350,fuMQLKHZknMec5QCE,posters
Tiffany's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt07.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt07,10635,jXww4iHeKwHfSdEFm,posters
Timbra's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp10.png,1000,250,White,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp10,10388,fAvLHWtjGMqQspwo9,posters
Timmy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRcm.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpRcm,10437,9HKZ7Yobdm8uzLi7P,posters
Tipper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow01.png,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCow01,10359,2NfZ7Lyaf3h6KQm9m,posters
Tom Nook's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRco.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpRco,10384,LoA9QSgWvDs9swufc,posters
Tom's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat15.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat15,10358,486Hm28f8Lhf7hKrR,posters
Tommy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRct.png,1000,250,Pink,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpRct,10338,PsfADt3JFH9hgjwH2,posters
Tortimer's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTtlA.png,1000,250,Orange,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpTtlA,10792,grE9hynn8SMezzhzp,posters
Truffles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig01.png,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig01,10691,aLBvsBuFd4keRH5hy,posters
Tucker's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp09.png,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp09,10477,jawmneAPTuqjCAa4c,posters
Tutu's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea07.png,1000,250,Orange,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea07,10822,LgubGXNTTf3BP3aLN,posters
Twiggy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd03.png,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd03,10808,vEZEfxNrygmD65jCr,posters
Tybalt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig02.png,1000,250,Pink,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlTig02,10610,7XvykMJkTtZWSatzZ,posters
Ursala's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea08.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea08,10812,96m3vKMmkCcXDZiQe,posters
Velma's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa06.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGoa06,10449,B9RkWdsytySCKWFqD,posters
Vesta's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp00.png,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp00,10418,ScsCTZ4iJAAs8bpZA,posters
Vic's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul08.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBul08,10415,KwZBqFXpduKCuoDhp,posters
Victoria's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs01.png,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHrs01,10497,Bv2eZ9NBpWmwSFjgx,posters
Villager's poster,https://acnhcdn.com/latest/FtrIcon/PosterVillager.png,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterVillager,10741,N6qEa462dfQ3kM2kv,posters
Violet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor07.png,1000,250,Pink,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor07,10499,fsjvirmWruvYmPq8c,posters
Vivian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol08.png,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol08,10603,hkAe3oJA89HzDobh3,posters
Vladimir's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr06.png,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr06,10362,PTTctzp4KtCAceqkJ,posters
Wade's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn09.png,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn09,10614,DypctyNoZp6NcNTRH,posters
Walker's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog06.png,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog06,10330,iA3PhsCuMmX8K4gLQ,posters
Walt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr08.png,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlKgr08,10559,QFKnT3NvdbZDwus4R,posters
Wart Jr.'s poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg05.png,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg05,10465,d2v37bvLF2HWXcB7R,posters
Weber's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk11.png,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk11,10636,6SgMa63zsFYoe7x3n,posters
Wendell's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpWrl.png,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpWrl,10434,k6zcPwQCXoL4ACve9,posters
Wendy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp09.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp09,10381,4JqnDBARuzDahPbcZ,posters
Whitney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol03.png,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol03,10377,NxQfGWG5374SZkjZd,posters
Willow's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp07.png,1000,250,Blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp07,10327,rZJ77yhzuexaKnAkx,posters
Winnie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs05.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHrs05,10663,F9weeZH5Ey8sZ374Q,posters
Wolfgang's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol02.png,1000,250,Black,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol02,10472,GEC2nn8JwSHd78hS7,posters
Yuka's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal00.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlKal00,10683,q9j4d7zAyk9Ttuuof,posters
Zell's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer02.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer02,10389,GuP3qy2DdzFTTEfGA,posters
Zipper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPyn.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",1.0.0,For sale,PosterNpcSpPyn,10522,vcwdyjBMkEpp4S5HR,posters
Zucker's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOcp02.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOcp02,10569,8u8XbGvQuj8HbbEyy,posters
