Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,category
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_6_0.png,Duck,Design,NA,NA,Yes,Yes,No,1,NFS,480,White,White,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_6_0,6_0,1797,Rze6hytiZTQMkfdgr,miscellaneous
desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_0_0.png,Gold,NA,NA,NA,No,No,No,NA,1600,400,Yellow,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale,FtrMirror_Remake_0_0,0_0,1868,r7y4Zk56x4AYMXR9f,miscellaneous
desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,Red,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale,FtrMirror_Remake_1_0,1_0,1868,HpE6AiScfhxerc9mH,miscellaneous
desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,Pink,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale,FtrMirror_Remake_2_0,2_0,1868,Qy9t8jNaxBftanLSs,miscellaneous
desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale,FtrMirror_Remake_3_0,3_0,1868,XRsHCauw8sTreujP8,miscellaneous
desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_4_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale,FtrMirror_Remake_4_0,4_0,1868,fCLaZooy4CZknRLzQ,miscellaneous
desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_5_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,Black,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale,FtrMirror_Remake_5_0,5_0,1868,dA2peopEZYCuttPQi,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_0.png,Black,NA,Desktop,Screen,No,No,Yes,7,100000,25000,Black,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_0,0_0,3590,p4n5kWcbKAmZQqvis,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_1.png,Black,NA,Search engine,Screen,No,No,Yes,7,100000,25000,Black,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_1,0_1,3590,Ey4f3YYKEXpQcBdAN,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_2.png,Black,NA,Calculations,Screen,No,No,Yes,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_2,0_2,3590,vQFYsafJns5y9DFJ2,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_3.png,Black,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_3,0_3,3590,Enn9smK9D7hEaJks9,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_4.png,Black,NA,Programming,Screen,No,No,Yes,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_4,0_4,3590,gNfEYtqfdSJmgxhRS,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_5.png,Black,NA,Art program,Screen,No,No,Yes,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_5,0_5,3590,9sDSDvRpLYhtWkt58,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_6.png,Black,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_0_6,0_6,3590,EkdAbZCFhiLpbjhmF,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_0.png,Silver,NA,Desktop,Screen,No,No,Yes,7,100000,25000,Gray,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_0,1_0,3590,763XieKvKrQ2mpp3r,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_1.png,Silver,NA,Search engine,Screen,No,No,Yes,7,100000,25000,Gray,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_1,1_1,3590,6ceKRFsyhPPqMZStx,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_2.png,Silver,NA,Calculations,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_2,1_2,3590,HuYQBcP44DFspkQW7,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_3.png,Silver,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_3,1_3,3590,xLiZxYQY4uH7rSxEB,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_4.png,Silver,NA,Programming,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_4,1_4,3590,NvwxFhKZa4CLdRmk6,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_5.png,Silver,NA,Art program,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_5,1_5,3590,cTEnTwtgun6dygoim,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_6.png,Silver,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_1_6,1_6,3590,2MA6eyKNP2pJmj4bC,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_0.png,White,NA,Desktop,Screen,No,No,Yes,7,100000,25000,White,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_0,2_0,3590,DEJpACaKsWByv8iYQ,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_1.png,White,NA,Search engine,Screen,No,No,Yes,7,100000,25000,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_1,2_1,3590,mHXvH8CuaYCsocaeb,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_2.png,White,NA,Calculations,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_2,2_2,3590,otJ48obk4fQoQiYZr,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_3.png,White,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_3,2_3,3590,avJJHTX7YurSDdtuG,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_4.png,White,NA,Programming,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_4,2_4,3590,TAfgKJk6d65wmkgxo,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_5.png,White,NA,Art program,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_5,2_5,3590,4sygquR9LqAKKbysE,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_6.png,White,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_2_6,2_6,3590,HoBBaNKFba8RBKFHK,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_0.png,Pink,NA,Desktop,Screen,No,No,Yes,7,100000,25000,Pink,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_0,3_0,3590,Tj7Wkm5b7jd77ut2F,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_1.png,Pink,NA,Search engine,Screen,No,No,Yes,7,100000,25000,Pink,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_1,3_1,3590,rLLZegoHqjTZX23TL,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_2.png,Pink,NA,Calculations,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_2,3_2,3590,M5FBFcicHwRYQEetX,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_3.png,Pink,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_3,3_3,3590,CcEtaapembkLSBwa7,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_4.png,Pink,NA,Programming,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_4,3_4,3590,iACRi6a6jwvtdWxzC,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_5.png,Pink,NA,Art program,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_5,3_5,3590,ppMb4zaozfXfSZ6F4,miscellaneous
desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_6.png,Pink,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_6,3_6,3590,SXJXM5ejmeRsXNs7x,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_0_0.png,Orange,NA,NA,NA,No,No,No,NA,1600,400,Orange,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_0_0,0_0,2731,ujdZj24KoBL9tHmMJ,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_1_0.png,Lime,NA,NA,NA,No,No,No,NA,1600,400,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_1_0,1_0,2731,hmjWpazXPws4Jaxgq,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_2_0.png,Light blue,NA,NA,NA,No,No,No,NA,1600,400,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_2_0,2_0,2731,mJkmRjhAJSvADbFB6,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_3_0,3_0,2731,JEW3nGZhECi4g5snm,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_4_0.png,Purple,NA,NA,NA,No,No,No,NA,1600,400,Purple,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_4_0,4_0,2731,M6sEf2R4a2q4tbjNv,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_5_0,5_0,2731,g3ujAK7DYAe8grBzM,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_6_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_6_0,6_0,2731,sjWPQqAqszjMu4Aqo,miscellaneous
digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_7_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_7_0,7_0,2731,wLYWhFuspRrCKsQ7Y,miscellaneous
dinnerware,https://acnhcdn.com/latest/FtrIcon/FtrDishes.png,NA,NA,NA,NA,No,No,No,NA,930,232,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDishes,NA,1798,qRkNS5tawnxzngTJK,miscellaneous
dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,530,132,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_0_0,0_0,3400,tZ2EDaYM7SrfFPrMr,miscellaneous
dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,530,132,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_1_0,1_0,3400,DrRxM8YH5gLxrJTi4,miscellaneous
dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,530,132,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_2_0,2_0,3400,fTPfJYf5DMmdobQe4,miscellaneous
dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,530,132,Red,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_3_0,3_0,3400,4rRf2RJq9N42Kdixo,miscellaneous
dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,530,132,Blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_4_0,4_0,3400,TDidSLaYnhWLoE8Ny,miscellaneous
dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,530,132,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_5_0,5_0,3400,uX8yCBXA7DkFkQffT,miscellaneous
diving beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGengorouToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Black,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectGengorouToy,NA,7057,yK4ZZsqW5P7x5bkb5,miscellaneous
document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png,NA,NA,Resource documents,Writing,Yes,No,Yes,2,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_0,0_0,1750,NW8389r8CQP22h6Bx,miscellaneous
document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_1.png,NA,NA,Text documents,Writing,Yes,No,Yes,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_1,0_1,1750,WKr7KoaznEM4CmvwS,miscellaneous
document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_2.png,NA,NA,Exam papers,Writing,Yes,No,Yes,2,1600,400,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_2,0_2,1750,tEdFYTBXipPNgHEif,miscellaneous
document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_3.png,NA,NA,Storyboards,Writing,Yes,No,Yes,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_3,0_3,1750,5yKf3Ly3bJXiaLL8s,miscellaneous
dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,Red,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_0_0,0_0,1495,hbQLLScKhueHesoYq,miscellaneous
dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_1_0,1_0,1495,yhjYoiki4JMry74jb,miscellaneous
dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,1600,400,Green,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_2_0,2_0,1495,arc7BwNEDYoXfhgnJ,miscellaneous
dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_3_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,Pink,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_3_0,3_0,1495,7j89JBTbZsm77yBMS,miscellaneous
